VEC,Pauling_EN,Melting_point_K,DFT_LDA_Etot,outer_shell_electrons,no_of_valence_electrons,Atomic_radius_calculated,Atomic_weight,Pauling_EN_div,entropy,Atomic_radius_calculated_dif,Enthalpy,E_per_el
1.3342898856820165,1.0769530332401054,-0.7032964179146597,-0.41380696433933367,-1.026409995654088,1.3105597243188627,-0.5523437924769538,0.5670108661600799,-0.6240035519195993,-0.25449065557025885,-0.2541552082944545,0.536264093526901,-0.16627682887290143
0.9996700888241189,0.5994661042861755,0.5402952149507095,-0.4000757366851879,-0.953766847118679,0.9755362220331347,0.4707937189488761,0.7045715791372976,0.011255003698209849,0.22774708372037913,-0.889516830194845,0.8281152434211476,-0.15898296726173508
0.4833362815030217,-0.3017446999016973,0.4217389789539745,-0.19375110571154386,-0.9220436538699837,0.4585794785840937,0.8029278119873633,0.49714800208515597,0.6062372625947643,0.5992013887677857,-0.8940934976368243,0.9975428292515588,-0.04938582538910359
1.0859404832382114,0.8036365262419753,-0.9491707863311225,-0.269328045109098,-1.2039955881802509,1.0619106982344169,-0.6976005508077322,0.37193155922356314,-0.25346180588957157,-0.34890814935302594,0.03490414550981191,0.3082807670486713,-0.08953137907489253
-0.21014133324648906,0.1913231128192989,0.3173496240847486,0.3175288607108533,0.5205808952160957,-0.2357347892259421,-0.19759581798715675,-0.36646205486644706,-0.06448693853012788,0.31964639950808177,0.37992431916517866,-0.5940956262347704,0.22219989247793842
0.6938915062542679,0.17657221041331628,0.47158062924129934,-0.270507135011163,-0.3125442178508077,0.6693887298092316,0.6474621412801436,0.5224112965641182,0.35620773892256513,0.17047347395007906,-1.0385691961734151,0.6878200906250167,-0.09015769733203612
-0.08727218704464168,-1.4761108645994168,0.05392426656771628,0.04660665249761369,-0.10252702546064006,-0.1127174063037919,1.1227812250116442,0.3825732413363351,0.8428608588021309,-0.49692009568895074,-1.2236407336667563,0.7798572829298932,0.07828930095100688
-0.2453594502397673,0.026619692600567457,0.04163798211370715,0.3156619550720248,-0.212352529738067,-0.2709953954715648,-0.12074799110010762,-0.2429362281444663,-0.32579391667279356,0.4960804564607195,0.38268621730172886,0.1811931419463576,0.22120821484257325
-0.412644120853769,-1.5208803054876827,1.1252789404526915,-2.8651595981791322,0.9062667947723299,-0.4384818883631301,2.424089024911515,2.4989414635827014,4.470053572549361,-2.859121856871371,2.4151212150798265,-5.0854237801983375,-2.3918329401631033
0.012630150396731543,0.2733686976096378,0.3145122379362602,0.1495708437022214,-0.24382620393682602,-0.012694540680115175,0.12138371221228175,0.019333194884826734,-0.579581004257266,0.21902498311750526,0.029142246037560788,0.40442045404810545,0.1329826306712649
-4.330060243099386,-4.269653842419989,-4.591511977885011,2.9352984810095,2.6142675197456264,-4.360624216788035,-3.058417799728974,-4.5365680223069695,1.8893585935984218,-3.2233774678694127,0.48955474368362495,-0.06952550140738144,1.2043431759889778
